g1,g2,ag_time,ccted,gted,edit_distance,gted_time,ccted_time
simulated262,simulated303,0.09159111976623535,30.871723202170923,30.87172320217095,60,8.276193380355835,1.0159645080566406
simulated262,simulated207,0.0945749282836914,28.160834724540898,28.160834724540923,58,7.309458255767822,1.0608885288238525
simulated262,simulated256,0.140305757522583,30.42857142857143,30.428571428571427,53,7.359084367752075,0.9808049201965332
simulated262,simulated280,0.09098029136657715,28.679775280898934,28.679775280898873,51,7.609882831573486,1.0186100006103516
simulated303,simulated303,0.09412288665771484,0.0,0.0,0,8.148923873901367,0.772693395614624
simulated303,simulated207,0.09225678443908691,28.68032329988851,28.680323299888503,57,8.164657831192017,1.0447654724121094
simulated303,simulated256,0.09522175788879395,27.02770780856422,27.02770780856423,49,8.550633430480957,1.1534934043884277
simulated303,simulated280,0.0894632339477539,27.49999999999999,27.5,62,7.9903764724731445,0.9762065410614014
simulated207,simulated207,0.09420919418334961,0.0,0.0,0,7.582271099090576,0.7339603900909424
simulated207,simulated256,0.09228348731994629,28.756302521008397,28.756302521008404,54,8.442841053009033,1.0583596229553223
simulated207,simulated280,0.0862569808959961,31.901377338877353,31.901377338877356,69,8.249508380889893,1.2001595497131348
simulated256,simulated256,0.09355783462524414,0.0,0.0,0,7.265077114105225,0.7230112552642822
simulated256,simulated280,0.09126615524291992,32.42806126205729,32.428061262057284,62,7.32541561126709,0.9806802272796631
simulated280,simulated280,0.08701372146606445,0.0,0.0,0,6.5972371101379395,0.8331477642059326
